Name,Symbol,RIC,Start Date,Hist.,Category,Exchange,Market,Currency,Type,Sector,Full Name,Activity,DocumentTitle,IssueISIN,SEDOL,TickerSymbol,IssuerOAPermID,FundClassLipperID,CUSIP
TPL Plastech,IN:TAW,TPLP.NS,22/08/2005,2005,Equities,National India,India,Indian Rupee,Equity,General Industrials,TPL Plastech,Active,"TPL Plastech Ltd, Ordinary Share, National Stock Exchange of India",INE413G01022,,TPLPLASTEH,4295873717.0,,
Oricon Enterprises,IN:OCS,OREN.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,General Industrials,Oricon Enterprises,Active,"Oricon Enterprises Ltd, Ordinary Share, National Stock Exchange of India",INE730A01022,,ORICONENT,4295873268.0,,
AGI Greenpac,IN:HSR,AGIG.NS,08/01/1992,1992,Equities,National India,India,Indian Rupee,Equity,General Industrials,AGI Greenpac,Active,"AGI Greenpac Ltd, Ordinary Share, National Stock Exchange of India",INE415A01038,,AGI,4295872541.0,,
Honeywell Automation India,IN:TAH,HONE.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,General Industrials,Honeywell Automation India,Active,"Honeywell Automation India Ltd, Ordinary Share, National Stock Exchange of India",INE671A01010,,HONAUT,4295872780.0,,
Borosil Renewables,IN:BGW,BORO.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,General Industrials,Borosil Renewables,Active,"Borosil Renewables Ltd, Ordinary Share, National Stock Exchange of India",INE666D01022,,BORORENEW,4295872329.0,,
Pearl Polymers,IN:PME,PRLP.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,General Industrials,Pearl Polymers,Active,"Pearl Polymers Ltd, Ordinary Share, National Stock Exchange of India",INE844A01013,,PEARLPOLY,4295874071.0,,
T C P L Packaging,IN:WFC,TCPL.NS,13/07/1993,1993,Equities,National India,India,Indian Rupee,Equity,General Industrials,T C P L Packaging,Active,"TCPL Packaging Ltd, Ordinary Share, National Stock Exchange of India",INE822C01015,,TCPLPACK,4295873969.0,,
DCM Shriram Consolidated,IN:DSH,DCMS.NS,10/06/1992,1992,Equities,National India,India,Indian Rupee,Equity,General Industrials,DCM Shriram Consolidated,Active,"DCM Shriram Ltd, Ordinary Share, National Stock Exchange of India",INE499A01024,,DCMSHRIRAM,4295872842.0,,
Nilkamal,IN:NKL,NKML.NS,09/05/1991,1991,Equities,National India,India,Indian Rupee,Equity,General Industrials,Nilkamal,Active,"Nilkamal Ltd, Ordinary Share, National Stock Exchange of India",INE310A01015,,NILKAMAL,4295873739.0,,
3M India,IN:3MI,TMIN.NS,26/06/1991,1991,Equities,National India,India,Indian Rupee,Equity,General Industrials,3M India,Active,"3M India Ltd, Ordinary Share, National Stock Exchange of India",INE470A01017,,3MINDIA,4295872457.0,,
Dhunseri Ventures,IN:DHU,DHUN.NS,02/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,General Industrials,Dhunseri Ventures,Active,"Dhunseri Ventures Ltd, Ordinary Share, National Stock Exchange of India",INE477B01010,,DVL,4295873728.0,,
Kingfa S&T (India),IN:ZKT,KINA.NS,05/11/1992,1992,Equities,National India,India,Indian Rupee,Equity,General Industrials,Kingfa S&T (India),Active,"Kingfa Science and Technology (India) Ltd, Ordinary Share, National Stock Exchange of India",INE473D01015,,KINGFA,4295873866.0,,
Polyplex,IN:POP,PLYP.NS,03/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,General Industrials,Polyplex,Active,"Polyplex Corp Ltd, Ordinary Share, National Stock Exchange of India",INE633B01018,,POLYPLEX,4295873247.0,,
Ester Industries,IN:ETI,ESTR.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,General Industrials,Ester Industries,Active,"Ester Industries Ltd, Ordinary Share, National Stock Exchange of India",INE778B01029,,ESTER,4295872999.0,,
Rollatainers,IN:RLS,RLTN.NS,04/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,General Industrials,Rollatainers,Active,"Rollatainers Ltd, Ordinary Share, National Stock Exchange of India",INE927A01040,,ROLLT,4295874039.0,,
Swan,IN:SWN,SWAN.NS,08/08/1991,1991,Equities,National India,India,Indian Rupee,Equity,General Industrials,Swan,Active,"Swan Corp Ltd, Ordinary Share, National Stock Exchange of India",INE665A01038,,SWANCORP,4295872757.0,,
Garware Hi-Tech Films,IN:GAR,GARW.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,General Industrials,Garware Hi-Tech Films,Active,"Garware Hi-Tech Films Ltd, Ordinary Share, National Stock Exchange of India",INE291A01017,,GRWRHITECH,4295873281.0,,
Kanpur Plastipack,IN:KPC,KPLA.NS,31/01/2005,2005,Equities,National India,India,Indian Rupee,Equity,General Industrials,Kanpur Plastipack,Active,"Kanpur Plastipack Ltd, Ordinary Share, National Stock Exchange of India",INE694E01014,,KANPRPLA,4296134449.0,,
Cosmo First,IN:COF,CSFL.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,General Industrials,Cosmo First,Active,"Cosmo First Ltd, Ordinary Share, National Stock Exchange of India",INE757A01017,,COSMOFIRST,4295873280.0,,
Berger Paints India,IN:BPI,BRGR.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,General Industrials,Berger Paints India,Active,"Berger Paints India Ltd, Ordinary Share, National Stock Exchange of India",INE463A01038,,BERGEPAINT,4295872495.0,,
Kansai Nerolac Paints,IN:GOA,KANE.NS,02/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,General Industrials,Kansai Nerolac Paints,Active,"Kansai Nerolac Paints Ltd, Ordinary Share, National Stock Exchange of India",INE531A01024,,KANSAINER,4295873331.0,,
Huhtamaki India,IN:PPR,HUHT.NS,02/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,General Industrials,Huhtamaki India,Active,"Huhtamaki India Ltd, Ordinary Share, National Stock Exchange of India",INE275B01026,,HUHTAMAKI,4295873505.0,,
Shalimar Paints,IN:SMH,SHLP.NS,01/06/1990,1990,Equities,National India,India,Indian Rupee,Equity,General Industrials,Shalimar Paints,Active,"Shalimar Paints Ltd, Ordinary Share, National Stock Exchange of India",INE849C01026,,SHALPAINTS,4295872166.0,,
Supreme Industries,IN:SUI,SUPI.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,General Industrials,Supreme Industries,Active,"Supreme Industries Ltd, Ordinary Share, National Stock Exchange of India",INE195A01028,,SUPREMEIND,4295873070.0,,
Arrow Coated Products,IN:ACA,ARRO.NS,02/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,General Industrials,Arrow Coated Products,Active,"Arrow Greentech Ltd, Ordinary Share, National Stock Exchange of India",INE570D01018,,ARROWGREEN,4295872174.0,,
Adani Enterprises,IN:ADE,ADEL.NS,02/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,General Industrials,Adani Enterprises,Active,"Adani Enterprises Ltd, Ordinary Share, National Stock Exchange of India",INE423A01024,,ADANIENT,4295872565.0,,
Shree Rama Multi-Technology,IN:SMU,SHRM.NS,21/03/2000,2000,Equities,National India,India,Indian Rupee,Equity,General Industrials,Shree Rama Multi-Technology,Active,"Shree Rama Multi-Tech Ltd, Ordinary Share, National Stock Exchange of India",INE879A01019,,SHREERAMA,4295874175.0,,
Uflex,IN:FLE,UFLX.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,General Industrials,Uflex,Active,"Uflex Ltd, Ordinary Share, National Stock Exchange of India",INE516A01017,,UFLEX,4295872538.0,,
Everest Kanto Cylinder,IN:EK,EKCL.NS,14/12/2005,2005,Equities,National India,India,Indian Rupee,Equity,General Industrials,Everest Kanto Cylinder,Active,"Everest Kanto Cylinder Ltd, Ordinary Share, National Stock Exchange of India",INE184H01027,,EKC,4295873990.0,,
EPL,IN:ESP,EPLI.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,General Industrials,EPL,Active,"EPL Ltd, Ordinary Share, National Stock Exchange of India",INE255A01020,,EPL,4295872678.0,,
Godrej Industries,IN:GOD,GODI.NS,26/08/1993,1993,Equities,National India,India,Indian Rupee,Equity,General Industrials,Godrej Industries,Active,"Godrej Industries Ltd, Ordinary Share, National Stock Exchange of India",INE233A01035,,GODREJIND,4295872488.0,,
JAI Corporation,IN:JCR,JAIC.NS,02/02/1995,1995,Equities,National India,India,Indian Rupee,Equity,General Industrials,JAI Corporation,Active,"Jai Corp Ltd, Ordinary Share, National Stock Exchange of India",INE070D01027,,JAICORPLTD,4295872735.0,,
Jindal Poly Films,IN:JIN,JPLY.NS,02/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,General Industrials,Jindal Poly Films,Active,"Jindal Poly Films Ltd, Ordinary Share, National Stock Exchange of India",INE197D01010,,JINDALPOLY,4295873721.0,,
Asian Paints,IN:API,ASPN.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,General Industrials,Asian Paints,Active,"Asian Paints Ltd, Ordinary Share, National Stock Exchange of India",INE021A01026,,ASIANPAINT,4295873051.0,,
Akzo Nobel India,IN:ICI,AKZO.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,General Industrials,Akzo Nobel India,Active,"Akzo Nobel India Ltd, Ordinary Share, National Stock Exchange of India",INE133A01011,,AKZOINDIA,4295872273.0,,
Siemens,IN:SIM,SIEM.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,General Industrials,Siemens,Active,"Siemens Ltd, Ordinary Share, National Stock Exchange of India",INE003A01024,,SIEMENS,4295873661.0,,
Balmer Lawrie,IN:BLC,BLMR.NS,26/07/1990,1990,Equities,National India,India,Indian Rupee,Equity,General Industrials,Balmer Lawrie,Active,"Balmer Lawrie and Company Ltd, Ordinary Share, National Stock Exchange of India",INE164A01016,,BALMLAWRIE,4295874240.0,,
Styrenix Performance Materials,IN:ZIS,STYE.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,General Industrials,Styrenix Performance Materials,Active,"Styrenix Performance Materials Ltd, Ordinary Share, National Stock Exchange of India",INE189B01011,,STYRENIX,4295872946.0,,
Apollo Hospitals Enterprise,IN:AHE,APLH.NS,03/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Health Care Providers,Apollo Hospitals Enterprise,Active,"Apollo Hospitals Enterprise Ltd, Ordinary Share, National Stock Exchange of India",INE437A01024,,APOLLOHOSP,4295872905.0,,
Indraprastha Medical Corporation,IN:IDR,IMCL.NS,12/05/1997,1997,Equities,National India,India,Indian Rupee,Equity,Health Care Providers,Indraprastha Medical Corporation,Active,"Indraprastha Medical Corporation Ltd, Ordinary Share, National Stock Exchange of India",INE681B01017,,INDRAMEDCO,4295873874.0,,
Krebs Biochemicals and Industries,IN:KBI,KREB.NS,01/06/1994,1994,Equities,National India,India,Indian Rupee,Equity,Food Producers,Krebs Biochemicals and Industries,Active,"Krebs Biochemicals and Industries Ltd, Ordinary Share, National Stock Exchange of India",INE268B01013,,KREBSBIO,4295872214.0,,
Balrampur Chini Mills,IN:BCH,BACH.NS,18/10/1994,1994,Equities,National India,India,Indian Rupee,Equity,Food Producers,Balrampur Chini Mills,Active,"Balrampur Chini Mills Ltd, Ordinary Share, National Stock Exchange of India",INE119A01028,,BALRAMCHIN,4295872812.0,,
Kohinoor Foods,IN:SOV,KOFO.NS,18/04/1994,1994,Equities,National India,India,Indian Rupee,Equity,Food Producers,Kohinoor Foods,Active,"Kohinoor Foods Ltd, Ordinary Share, National Stock Exchange of India",INE080B01012,,KOHINOOR,4295873517.0,,
Patanjali Foods,IN:RUC,PAFO.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Food Producers,Patanjali Foods,Active,"Patanjali Foods Ltd, Ordinary Share, National Stock Exchange of India",INE619A01035,,PATANJALI,4295872315.0,,
Tasty Bite Eatables,IN:TBE,TABE.NS,10/03/1995,1995,Equities,National India,India,Indian Rupee,Equity,Food Producers,Tasty Bite Eatables,Active,"Tasty Bite Eatables Ltd, Ordinary Share, National Stock Exchange of India",INE488B01017,,TASTYBITE,4295874320.0,,
AVT Natural Products,IN:VTN,AVTN.NS,11/10/1990,1990,Equities,National India,India,Indian Rupee,Equity,Food Producers,AVT Natural Products,Active,"AVT Natural Products Ltd, Ordinary Share, National Stock Exchange of India",INE488D01021,,AVTNPL,4295873696.0,,
Vadilal Industries,IN:VDI,VDLI.NS,13/07/1993,1993,Equities,National India,India,Indian Rupee,Equity,Food Producers,Vadilal Industries,Active,"Vadilal Industries Ltd, Ordinary Share, National Stock Exchange of India",INE694D01016,,VADILALIND,4295873440.0,,
Sundrop Brands,IN:ITA,SNDO.NS,24/09/1991,1991,Equities,National India,India,Indian Rupee,Equity,Food Producers,Sundrop Brands,Active,"Sundrop Brands Ltd, Ordinary Share, National Stock Exchange of India",INE209A01019,,SUNDROP,4295873014.0,,
ADF Foods,IN:AFR,AMRN.NS,13/07/1993,1993,Equities,National India,India,Indian Rupee,Equity,Food Producers,ADF Foods,Active,"ADF Foods Ltd, Ordinary Share, National Stock Exchange of India",INE982B01027,,ADFFOODS,4295872823.0,,
Williamson Magor and Company,IN:WIL,WILM.NS,01/09/1993,1993,Equities,National India,India,Indian Rupee,Equity,Food Producers,Williamson Magor and Company,Active,"Williamson Magor and Co Ltd, Ordinary Share, National Stock Exchange of India",INE210A01017,,WILLAMAGOR,4295872224.0,,
Dalmia Bharat Sugar and Industries,IN:DAL,DLMI.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Food Producers,Dalmia Bharat Sugar and Industries,Active,"Dalmia Bharat Sugar and Industries Ltd, Ordinary Share, National Stock Exchange of India",INE495A01022,,DALMIASUG,4295873332.0,,
Venky's (India),IN:VEK,VENK.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Food Producers,Venky's (India),Active,"Venky's (India) Ltd, Ordinary Share, National Stock Exchange of India",INE398A01010,,VENKEYS,4295872545.0,,
Gujarat Ambuja Exports,IN:GAE,GAME.NS,11/09/1992,1992,Equities,National India,India,Indian Rupee,Equity,Food Producers,Gujarat Ambuja Exports,Active,"Gujarat Ambuja Exports Ltd, Ordinary Share, National Stock Exchange of India",INE036B01030,,GAEL,4295874096.0,,
Jayant Agro Organics,IN:JAA,JAAO.NS,18/08/1993,1993,Equities,National India,India,Indian Rupee,Equity,Food Producers,Jayant Agro Organics,Active,"Jayant Agro-Organics Ltd, Ordinary Share, National Stock Exchange of India",INE785A01026,,JAYAGROGN,4295873314.0,,
BCL Industries,IN:BDC,BCLN.NS,16/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Food Producers,BCL Industries,Active,"BCL Industries Ltd, Ordinary Share, National Stock Exchange of India",INE412G01024,,BCLIND,4295872554.0,,
Sukhjit Starch and Chemicals,IN:SKJ,SSCL.NS,08/02/2005,2005,Equities,National India,India,Indian Rupee,Equity,Food Producers,Sukhjit Starch and Chemicals,Active,"Sukhjit Starch and Chemicals Ltd, Ordinary Share, National Stock Exchange of India",INE450E01029,,SUKHJITS,4295874299.0,,
EID Parry (India),IN:EID,EIDP.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Food Producers,EID Parry (India),Active,"E I D-Parry (India) Ltd, Ordinary Share, National Stock Exchange of India",INE126A01031,,EIDPARRY,4295872859.0,,
Bajaj Hindustan Sugar,IN:BJJ,BJHN.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Food Producers,Bajaj Hindustan Sugar,Active,"Bajaj Hindusthan Sugar Ltd, Ordinary Share, National Stock Exchange of India",INE306A01021,,BAJAJHIND,4295873857.0,,
Kothari Sugars and Chemicals,IN:KOT,KTSG.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Food Producers,Kothari Sugars and Chemicals,Active,"Kothari Sugars and Chemicals Ltd, Ordinary Share, National Stock Exchange of India",INE419A01022,B1DCM69,KOTARISUG,4295917137.0,,
Bannari Amman Sugars,IN:BAN,BANN.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Food Producers,Bannari Amman Sugars,Active,"Bannari Amman Sugars Ltd, Ordinary Share, National Stock Exchange of India",INE459A01010,,BANARISUG,4295872822.0,,
Rajshree Sugars and Chemicals,IN:RSC,RJSG.NS,01/04/1991,1991,Equities,National India,India,Indian Rupee,Equity,Food Producers,Rajshree Sugars and Chemicals,Active,"Rajshree Sugars & Chemicals Ltd, Ordinary Share, National Stock Exchange of India",INE562B01019,,RAJSREESUG,4295873468.0,,
Simbhaoli Sugars,IN:SML,SIMB.NS,28/02/1990,1990,Equities,National India,India,Indian Rupee,Equity,Food Producers,Simbhaoli Sugars,Active,"Simbhaoli Sugars Ltd, Ordinary Share, National Stock Exchange of India",INE748T01016,,SIMBHALS,4295873858.0,,
Rana Sugars,IN:RSG,RNSG.NS,02/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Food Producers,Rana Sugars,Active,"Rana Sugars Ltd, Ordinary Share, National Stock Exchange of India",INE625B01014,,RANASUG,4295872585.0,,
Foods and Inns,IN:F&I,FDSI.NS,03/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Food Producers,Foods and Inns,Active,"Foods and Inns Ltd, Ordinary Share, National Stock Exchange of India",INE976E01023,,FOODSIN,4295872711.0,,
Nestle India,IN:NES,NEST.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Food Producers,Nestle India,Active,"Nestle India Ltd, Ordinary Share, National Stock Exchange of India",INE239A01024,,NESTLEIND,4295872265.0,,
Harrisons Malayalam,IN:HRM,HRMA.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Food Producers,Harrisons Malayalam,Active,"Harrisons Malayalam Ltd, Ordinary Share, National Stock Exchange of India",INE544A01019,,HARRMALAYA,4295872747.0,,
Jay Shree Tea and Industries,IN:JAS,JYST.NS,02/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Food Producers,Jay Shree Tea and Industries,Active,"Jay Shree Tea and Industries Ltd, Ordinary Share, National Stock Exchange of India",INE364A01020,,JAYSREETEA,4295874163.0,,
Avanti Feeds,IN:AVF,AVNT.NS,22/07/1994,1994,Equities,National India,India,Indian Rupee,Equity,Food Producers,Avanti Feeds,Active,"Avanti Feeds Ltd, Ordinary Share, National Stock Exchange of India",INE871C01038,,AVANTIFEED,4295872722.0,,
Anik Industries,IN:MPD,ANIK.NS,02/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Food Producers,Anik Industries,Active,"Anik Industries Ltd, Ordinary Share, National Stock Exchange of India",INE087B01017,,ANIKINDS,4295874296.0,,
